PID,A_AREA,A_SQ1,A_SQ2,A_AGE,A_SQ3,A_Q1,A_Q2,A_Q2_1,A_Q2_2,A_Q3,A_Q4,A_Q5,A_Q6,A_GUBUN,WT1
3101415,8,8,1,24,2,2,3,,,9,2,5,98,2,1.0
3101416,8,8,1,21,2,1,1,1.0,,3,2,7,1,2,1.0
3101417,8,8,1,28,2,1,1,1.0,,3,2,8,98,2,1.0
3101418,8,8,1,24,2,2,1,4.0,,3,2,7,3,2,1.0
3101419,8,8,1,23,2,1,2,,4.0,2,2,5,2,2,1.0
3101420,8,8,1,24,2,2,9,,,9,2,7,2,2,1.0
3101421,8,8,1,25,2,1,1,2.0,,3,2,5,1,2,1.0
3101422,8,8,1,23,2,2,3,,,3,2,7,2,2,1.0
3101423,8,8,1,22,2,2,3,,,2,2,7,1,2,1.0
3101424,8,8,1,29,2,1,2,,1.0,1,2,5,98,2,1.0
3101425,8,8,1,26,2,2,9,,,9,2,3,98,2,1.0
3101426,8,8,1,23,2,2,2,,4.0,2,2,7,98,2,1.0
3101427,8,8,1,21,2,2,9,,,9,2,8,98,2,1.0
3101428,8,8,1,27,2,1,1,4.0,,3,2,5,98,2,1.0
3101429,8,8,1,28,2,1,1,1.0,,3,2,4,1,2,1.0
3101430,8,8,1,19,2,2,3,,,2,2,7,98,2,1.0
3101431,8,8,1,27,2,2,9,,,9,2,5,98,2,1.0
3101432,8,8,1,24,2,1,1,4.0,,3,2,5,1,2,1.0
3101433,8,8,1,29,2,2,9,,,9,2,7,1,2,1.0
3101434,8,8,1,27,2,2,9,,,9,2,5,98,2,1.0
3101435,8,8,1,25,2,2,3,,,2,2,7,98,2,1.0
3101436,8,8,1,24,2,2,1,1.0,,1,2,5,1,2,1.0
3101437,8,8,1,27,2,2,3,,,2,2,4,98,2,1.0
3101438,8,8,1,25,2,1,2,,5.0,2,2,5,1,2,1.0
3101439,8,8,1,21,2,2,9,,,9,2,7,99,2,1.0
3101440,8,8,1,29,2,1,2,,4.0,2,2,4,1,2,1.0
3101441,8,8,1,23,2,1,2,,4.0,2,2,7,1,2,1.0
3101442,8,8,1,19,2,2,3,,,2,2,8,98,2,1.0
3101443,8,8,1,19,2,2,3,,,2,2,7,98,2,1.0
3101444,8,8,1,23,2,2,9,,,9,2,9,98,2,1.0
3101445,8,8,1,26,2,1,3,,,9,2,3,98,2,1.0
3101446,8,8,1,21,2,1,1,4.0,,3,2,7,98,2,1.0
3101447,8,8,1,29,2,1,3,,,2,2,3,1,2,1.0
3101448,8,8,1,29,2,2,3,,,9,2,5,98,2,1.0
3101449,8,8,1,24,2,2,9,,,1,2,7,98,2,1.0
3101450,8,8,1,29,2,2,3,,,9,2,3,1,2,1.0
3101451,8,8,1,26,2,1,9,,,9,2,5,98,2,1.0
3101452,8,8,1,24,2,1,2,,3.0,2,2,7,3,2,1.0
3101453,8,8,1,27,2,2,1,1.0,,9,2,4,98,2,1.0
3101454,8,8,1,24,2,2,9,,,1,2,7,98,2,1.0
3101455,8,8,1,24,2,2,2,,3.0,1,2,7,98,2,1.0
3101456,8,8,1,27,2,2,1,4.0,,9,2,5,1,1,1.0
3101457,8,8,1,27,2,2,2,,2.0,1,2,5,98,1,1.0
3101458,8,8,1,28,2,1,2,,2.0,2,2,3,2,1,1.0
3101459,8,8,1,25,2,1,2,,1.0,2,2,3,1,1,1.0
3101460,8,8,1,28,2,1,1,2.0,,3,2,5,98,1,1.0
3102001,8,8,2,24,2,1,1,4.0,,3,1,5,5,2,0.99
3102002,8,8,2,21,2,1,1,4.0,,3,1,7,1,2,0.99
3102003,8,8,2,29,2,1,1,1.0,,3,1,5,1,2,0.99
3102004,8,8,2,19,2,2,1,2.0,,1,1,7,1,2,0.99
3102005,8,8,2,26,2,1,2,,1.0,2,1,7,1,2,0.99
3102006,8,8,2,25,2,1,1,3.0,,3,1,4,98,2,0.99
3102007,8,8,2,28,2,1,1,4.0,,3,1,3,1,2,0.99
3102008,8,8,2,24,2,1,3,,,1,1,3,2,2,0.99
3102009,8,8,2,20,2,2,3,,,2,1,3,98,2,0.99
3102010,8,8,2,22,2,1,1,3.0,,3,1,7,98,2,0.99
3102011,8,8,2,26,2,1,1,1.0,,3,1,5,1,2,0.99
3102015,8,8,2,22,2,1,1,4.0,,3,1,7,6,1,0.99
3102016,8,8,2,21,2,2,1,1.0,,3,3,7,98,2,0.99
3102017,8,8,2,22,2,1,9,,,9,3,7,98,2,0.99
3102018,8,8,2,22,2,2,1,1.0,,3,3,7,98,2,0.99
3102019,8,8,2,21,2,1,1,1.0,,3,3,7,99,2,0.99
3102020,8,8,2,29,2,1,1,2.0,,3,3,5,1,2,0.99
3102021,8,8,2,25,2,2,3,,,9,3,8,98,2,0.99
3102022,8,8,2,19,2,1,1,1.0,,3,3,7,1,2,0.99
3102023,8,8,2,24,2,1,1,2.0,,3,3,8,1,2,0.99
3102024,8,8,2,21,2,2,3,,,2,3,4,98,2,0.99
3102025,8,8,2,22,2,1,1,1.0,,3,3,7,1,2,0.99
3102026,8,8,2,23,2,2,1,2.0,,3,3,5,98,2,0.99
3102027,8,8,2,23,2,2,9,,,2,3,5,98,2,0.99
3102028,8,8,2,23,2,1,3,,,3,3,5,98,2,0.99
3102029,8,8,2,23,2,1,1,3.0,,3,3,8,1,2,0.99
3102031,8,8,2,21,2,1,1,1.0,,3,3,7,1,2,0.99
3102032,8,8,2,23,2,2,9,,,2,3,3,98,2,0.99
3102033,8,8,2,25,2,1,1,2.0,,3,3,7,1,2,0.99
3102034,8,8,2,27,2,1,1,1.0,,3,3,5,1,2,0.99
3102035,8,8,2,23,2,1,2,,4.0,1,3,7,4,2,0.99
3102036,8,8,2,24,2,1,1,1.0,,3,3,5,1,2,0.99
3102037,8,8,2,23,2,2,1,1.0,,3,3,8,1,2,0.99
3102039,8,8,2,20,2,1,3,,,3,3,3,1,2,0.99
3102040,8,8,2,24,2,1,1,1.0,,3,3,8,1,2,0.99
3102041,8,8,2,27,2,1,1,2.0,,3,3,8,99,2,0.99
3102042,8,8,2,26,2,2,3,,,2,3,3,1,2,0.99
3102043,8,8,2,19,2,2,1,1.0,,3,3,6,98,2,0.99
3102044,8,8,2,28,2,2,1,2.0,,3,3,3,98,2,0.99
3102045,8,8,2,19,2,2,9,,,2,3,7,98,2,0.99
3102046,8,8,2,29,2,1,1,4.0,,3,3,7,1,2,0.99
3102047,8,8,2,26,2,2,2,,2.0,3,3,5,3,2,0.99
3102048,8,8,2,27,2,1,1,1.0,,3,3,2,1,2,0.99
3102049,8,8,2,25,2,1,1,1.0,,2,3,4,1,2,0.99
3102050,8,8,2,29,2,1,3,,,9,3,2,1,2,0.99
3102051,8,8,2,29,2,1,1,2.0,,3,3,3,1,2,0.99
3102052,8,8,2,21,2,2,9,,,9,3,7,98,2,0.99
3102053,8,8,2,20,2,2,1,5.0,,3,3,7,98,2,0.99
3102054,8,8,2,26,2,2,1,1.0,,3,3,5,98,2,0.99
3102055,8,8,2,23,2,2,3,,,2,3,7,1,2,0.99
3102056,8,8,2,20,2,1,1,1.0,,3,3,5,1,2,0.99
3102057,8,8,2,19,2,2,3,,,9,3,7,4,2,0.99
3102058,8,8,2,23,2,1,3,,,3,3,7,1,2,0.99
3102059,8,8,2,24,2,2,3,,,9,3,5,98,2,0.99
3102060,8,8,2,24,2,2,3,,,2,3,7,3,2,0.99
3102061,8,8,2,22,2,2,3,,,2,3,7,98,2,0.99
3102062,8,8,2,23,2,2,3,,,3,3,7,98,2,0.99
3102063,8,8,2,28,2,1,1,2.0,,3,3,5,1,2,0.99
3102064,8,8,2,22,2,1,1,5.0,,2,3,7,1,2,0.99
3102065,8,8,2,22,2,1,1,1.0,,3,3,5,98,2,0.99
3102066,8,8,2,25,2,1,3,,,3,3,5,98,2,0.99
3102067,8,8,2,21,2,2,1,2.0,,3,3,7,1,2,0.99
3102068,8,8,2,23,2,1,1,4.0,,3,3,7,1,2,0.99
3102069,8,8,2,25,2,2,1,9.0,,3,3,5,98,2,0.99
3102070,8,8,2,24,2,1,1,1.0,,3,3,8,1,2,0.99
3102071,8,8,2,25,2,2,9,,,3,3,5,98,2,0.99
3102072,8,8,2,27,2,1,1,4.0,,3,3,5,98,2,0.99
3102073,8,8,2,21,2,2,1,1.0,,3,3,7,1,2,0.99
3102074,8,8,2,24,2,2,3,,,9,3,5,1,2,0.99
3102075,8,8,2,21,2,2,9,,,2,3,7,3,2,0.99
3102076,8,8,2,21,2,2,3,,,2,3,7,98,2,0.99
3102077,8,8,2,23,2,1,1,2.0,,3,3,8,1,2,0.99
3102078,8,8,2,25,2,1,1,1.0,,3,3,5,98,2,0.99
3102079,8,8,2,19,2,2,9,,,3,3,7,1,2,0.99
3102080,8,8,2,22,2,2,1,1.0,,3,3,8,98,2,0.99
3102081,8,8,2,24,2,2,9,,,3,3,7,98,2,0.99
3102082,8,8,2,24,2,1,9,,,9,3,5,1,2,0.99
3102083,8,8,2,24,2,2,2,,4.0,2,3,5,1,2,0.99
3102085,8,8,2,25,2,2,1,1.0,,3,3,7,98,2,0.99
3102086,8,8,2,23,2,1,1,3.0,,3,3,5,1,2,0.99
3102087,8,8,2,20,2,2,1,1.0,,3,2,7,98,2,0.99
3102088,8,8,2,19,2,2,9,,,2,2,7,98,2,0.99
3102089,8,8,2,23,2,1,1,2.0,,3,2,7,98,2,0.99
3102090,8,8,2,20,2,2,9,,,9,2,7,98,2,0.99
3102091,8,8,2,22,2,1,2,,2.0,2,2,5,98,2,0.99
3102092,8,8,2,23,2,2,1,1.0,,9,2,7,1,2,0.99
3102093,8,8,2,24,2,2,9,,,2,2,3,1,2,0.99
3102094,8,8,2,26,2,2,9,,,9,2,6,98,2,0.99
3102095,8,8,2,26,2,1,3,,,2,2,5,1,2,0.99
3102096,8,8,2,26,2,2,1,4.0,,1,2,8,98,2,0.99
3102097,8,8,2,20,2,2,3,,,3,2,7,98,2,0.99
3102098,8,8,2,28,2,1,3,,,9,2,5,1,2,0.99
3102099,8,8,2,27,2,1,1,2.0,,3,2,3,1,2,0.99
3102100,8,8,2,29,2,1,3,,,3,2,5,1,2,0.99
3102101,8,8,2,20,2,2,3,,,9,2,7,1,2,0.99
3102102,8,8,2,25,2,1,1,1.0,,3,1,5,1,2,0.99
3102103,8,8,2,23,2,2,2,,2.0,2,2,3,3,2,0.99
3102104,8,8,2,19,2,1,1,1.0,,3,2,7,1,2,0.99
3102105,8,8,2,24,2,2,9,,,9,2,5,1,2,0.99
3102106,8,8,2,21,2,2,9,,,9,2,8,98,2,0.99
3102107,8,8,2,28,2,2,1,2.0,,3,2,5,1,2,0.99
3102108,8,8,2,23,2,1,3,,,3,2,3,1,2,0.99
3102109,8,8,2,21,2,2,9,,,2,2,7,1,2,0.99
3102110,8,8,2,20,2,2,9,,,9,2,7,98,2,0.99
3102111,8,8,2,22,2,2,9,,,2,2,3,98,2,0.99
3102112,8,8,2,23,2,2,9,,,3,2,7,5,2,0.99
3102113,8,8,2,22,2,1,1,4.0,,3,2,3,1,2,0.99
3102114,8,8,2,25,2,2,1,5.0,,3,2,6,1,2,0.99
3102115,8,8,2,24,2,1,1,2.0,,3,2,7,1,2,0.99
3102116,8,8,2,28,2,1,9,,,3,2,5,98,2,0.99
3102117,8,8,2,25,2,1,3,,,2,2,3,98,2,0.99
3102118,8,8,2,25,2,2,9,,,9,2,5,98,2,0.99
3102119,8,8,2,22,2,2,9,,,9,2,7,98,2,0.99
3102120,8,8,2,22,2,2,9,,,2,2,7,1,2,0.99
3102121,8,8,2,28,2,2,1,1.0,,2,2,4,1,2,0.99
3102122,8,8,2,24,2,2,9,,,9,2,7,98,2,0.99
3102123,8,8,2,24,2,2,1,4.0,,3,2,5,1,2,0.99
3102124,8,8,2,22,2,2,9,,,9,2,7,98,2,0.99
3102125,8,8,2,19,2,2,3,,,9,2,7,98,2,0.99
3102126,8,8,2,24,2,2,3,,,2,2,7,1,2,0.99
3102127,8,8,2,24,2,2,9,,,9,2,3,98,2,0.99
3102128,8,8,2,23,2,1,9,,,2,2,5,98,2,0.99
3102129,8,8,2,19,2,2,3,,,3,2,7,98,2,0.99
3102130,8,8,2,24,2,1,1,3.0,,3,2,7,98,2,0.99
3102131,8,8,2,23,2,2,9,,,9,2,7,98,2,0.99
3102132,8,8,2,21,2,2,9,,,9,2,7,98,2,0.99
3102133,8,8,2,21,2,1,1,2.0,,9,2,8,98,2,0.99
3102134,8,8,2,25,2,2,9,,,9,2,3,98,2,0.99
3102135,8,8,2,27,2,2,9,,,3,2,3,98,2,0.99
3102136,8,8,2,28,2,2,9,,,9,2,8,98,2,0.99
3102137,8,8,2,19,2,1,3,,,3,2,7,98,2,0.99
3102138,8,8,2,29,2,2,2,,2.0,1,2,5,98,2,0.99
3102139,8,8,2,23,2,2,1,1.0,,2,2,7,98,2,0.99
3102140,8,8,2,27,2,2,3,,,1,2,5,98,2,0.99
3102141,8,8,2,28,2,2,3,,,3,2,5,1,2,0.99
3102142,8,8,2,20,2,2,9,,,9,2,7,1,2,0.99
3102143,8,8,2,23,2,2,9,,,1,2,7,5,2,0.99
3102144,8,8,2,24,2,1,1,1.0,,2,2,7,98,2,0.99
3102145,8,8,2,25,2,2,1,5.0,,3,2,8,1,2,0.99
3102146,8,8,2,24,2,1,3,,,3,2,5,98,2,0.99
3102147,8,8,2,28,2,2,3,,,3,2,5,1,2,0.99
3102148,8,8,2,23,2,2,9,,,9,2,7,98,2,0.99
3102149,8,8,2,21,2,1,1,1.0,,2,2,7,98,2,0.99
3102150,8,8,2,22,2,1,2,,3.0,2,2,7,1,2,0.99
3102151,8,8,2,22,2,2,9,,,3,2,7,1,2,0.99
3102152,8,8,2,28,2,1,3,,,3,2,7,98,2,0.99
3102153,8,8,2,27,2,2,9,,,2,2,5,98,2,0.99
3102154,8,8,2,19,2,1,2,,3.0,1,2,4,2,2,0.99
3102155,8,8,2,28,2,1,1,2.0,,3,2,5,1,2,0.99
3102156,8,8,2,20,2,2,9,,,9,2,7,99,2,0.99
3102157,8,8,2,24,2,2,1,2.0,,3,2,7,1,2,0.99
3102158,8,8,2,24,2,1,1,1.0,,3,2,8,98,2,0.99
3102159,8,8,2,21,2,2,3,,,3,2,7,1,2,0.99
3102160,8,8,2,20,2,1,9,,,3,2,7,98,2,0.99
3102161,8,8,2,24,2,1,2,,2.0,2,2,7,98,2,0.99
3102162,8,8,2,23,2,1,1,2.0,,3,2,5,1,2,0.99
3102163,8,8,2,24,2,1,1,1.0,,3,2,3,1,2,0.99
3102164,8,8,2,26,2,1,1,2.0,,3,2,5,1,2,0.99
3102165,8,8,2,29,2,1,3,,,2,2,5,98,2,0.99
3102166,8,8,2,19,2,2,3,,,2,2,7,98,2,0.99
3102167,8,8,2,26,2,1,1,1.0,,3,2,5,1,2,0.99
3102168,8,8,2,26,2,1,3,,,3,2,7,1,2,0.99
3102169,8,8,2,26,2,2,9,,,2,2,7,98,2,0.99
3102170,8,8,2,23,2,2,2,,1.0,1,2,2,98,2,0.99
3102171,8,8,2,29,2,2,1,2.0,,2,2,5,1,2,0.99
3102172,8,8,2,25,2,2,3,,,2,2,5,98,2,0.99
3102173,8,8,2,20,2,2,9,,,9,2,5,98,2,0.99
3102174,8,8,2,24,2,2,1,1.0,,3,2,7,1,2,0.99
3102175,8,8,2,28,2,2,9,,,9,2,6,1,2,0.99
3102176,8,8,2,27,2,2,1,3.0,,1,2,3,1,2,0.99
3102177,8,8,2,27,2,1,1,2.0,,2,2,5,1,2,0.99
3102178,8,8,2,20,2,2,9,,,9,2,7,98,2,0.99
3102179,8,8,2,26,2,2,9,,,2,2,5,4,2,0.99
3102180,8,8,2,20,2,2,3,,,9,2,7,98,2,0.99
3102181,8,8,2,22,2,2,1,3.0,,3,2,3,98,2,0.99
3102182,8,8,2,19,2,1,1,1.0,,3,2,7,98,2,0.99
3102183,8,8,2,24,2,2,9,,,2,2,3,98,2,0.99
3102184,8,8,2,25,2,2,1,1.0,,3,2,7,1,2,0.99
3102185,8,8,2,25,2,1,1,1.0,,3,2,7,1,2,0.99
3102186,8,8,2,26,2,1,1,4.0,,3,2,4,98,2,0.99
3102187,8,8,2,21,2,2,9,,,9,2,7,98,2,0.99
3102188,8,8,2,21,2,2,9,,,2,2,3,98,2,0.99
3102189,8,8,2,26,2,1,3,,,3,2,7,1,2,0.99
3102190,8,8,2,24,2,2,3,,,9,2,5,6,2,0.99
3102191,8,8,2,25,2,2,9,,,3,2,5,1,2,0.99
3102192,8,8,2,27,2,2,1,2.0,,2,2,5,98,2,0.99
3102193,8,8,2,19,2,2,9,,,3,2,7,98,2,0.99
3102194,8,8,2,24,2,1,9,,,9,2,7,1,2,0.99
3102195,8,8,2,26,2,1,1,1.0,,3,2,5,98,2,0.99
3102196,8,8,2,24,2,2,9,,,2,2,5,98,2,0.99
3102197,8,8,2,29,2,2,3,,,2,2,5,98,2,0.99
3102198,8,8,2,29,2,2,9,,,3,2,8,98,2,0.99
3102199,8,8,2,19,2,2,3,,,2,2,7,98,2,0.99
3102200,8,8,2,26,2,1,9,,,3,2,5,98,2,0.99
3102201,8,8,2,29,2,1,3,,,3,2,5,1,2,0.99
3102202,8,8,2,22,2,2,1,1.0,,3,2,7,98,2,0.99
3102203,8,8,2,26,2,1,1,2.0,,3,2,5,98,2,0.99
3102204,8,8,2,23,2,1,1,1.0,,9,2,5,1,2,0.99
3102205,8,8,2,29,2,2,9,,,9,2,3,98,2,0.99
3102206,8,8,2,25,2,2,9,,,9,2,5,1,2,0.99
3102207,8,8,2,25,2,2,1,3.0,,3,2,5,1,2,0.99
3102208,8,8,2,23,2,1,3,,,2,2,5,98,2,0.99
3102209,8,8,2,22,2,2,3,,,2,2,7,1,2,0.99
3102210,8,8,2,28,2,2,9,,,3,2,5,1,2,0.99
3102211,8,8,2,19,2,2,2,,3.0,3,2,7,1,2,0.99
3102212,8,8,2,19,2,1,2,,2.0,2,2,7,98,2,0.99
3102213,8,8,2,21,2,2,9,,,9,2,5,98,2,0.99
3102214,8,8,2,21,2,2,1,2.0,,3,2,7,1,2,0.99
3102215,8,8,2,29,2,2,3,,,2,2,5,98,2,0.99
3102216,8,8,2,27,2,2,3,,,2,2,8,2,2,0.99
3102217,8,8,2,23,2,1,9,,,2,2,5,1,2,0.99
3102218,8,8,2,29,2,1,1,1.0,,3,2,2,98,2,0.99
3102219,8,8,2,29,2,2,1,1.0,,9,3,6,98,2,0.99
3102220,8,8,2,24,2,2,1,2.0,,1,2,5,98,2,0.99
3102221,8,8,2,20,2,2,9,,,9,2,7,98,2,0.99
3102222,8,8,2,29,2,2,3,,,2,2,4,98,2,0.99
3102223,8,8,2,28,2,2,9,,,3,2,6,98,2,0.99
3102224,8,8,2,29,2,2,3,,,3,2,5,1,2,0.99
3102225,8,8,2,20,2,2,9,,,9,2,7,98,2,0.99
3102226,8,8,2,29,2,1,3,,,3,2,5,1,2,0.99
3102227,8,8,2,29,2,1,1,4.0,,3,2,5,1,2,0.99
3102228,8,8,2,25,2,2,3,,,2,2,5,98,2,0.99
3102229,8,8,2,28,2,2,1,2.0,,3,2,5,1,2,0.99
3102230,8,8,2,25,2,2,3,,,2,3,8,98,2,0.99
3102231,8,8,2,29,2,2,9,,,9,2,7,98,2,0.99
3102232,8,8,2,21,2,1,1,4.0,,3,2,7,1,2,0.99
3102233,8,8,2,28,2,1,2,,4.0,3,2,5,98,2,0.99
3102234,8,8,2,19,2,1,1,1.0,,3,2,4,98,2,0.99
3102235,8,8,2,25,2,2,3,,,3,2,5,98,2,0.99
3102236,8,8,2,25,2,2,3,,,1,2,5,98,2,0.99
3102237,8,8,2,27,2,2,9,,,9,2,5,98,2,0.99
3102238,8,8,2,23,2,2,9,,,9,2,3,98,2,0.99
3102239,8,8,2,24,2,2,9,,,9,2,8,98,2,0.99
3102240,8,8,2,27,2,2,9,,,9,2,5,98,2,0.99
3102241,8,8,2,20,2,2,9,,,9,2,7,1,2,0.99
3102242,8,8,2,21,2,2,9,,,3,2,8,1,2,0.99
3102243,8,8,2,20,2,2,9,,,2,2,7,98,2,0.99
3102244,8,8,2,24,2,2,1,1.0,,9,2,8,1,2,0.99
3102245,8,8,2,26,2,1,3,,,3,2,5,1,2,0.99
3102246,8,8,2,28,2,1,1,2.0,,3,2,5,1,2,0.99
3102247,8,8,2,27,2,2,9,,,3,2,5,1,2,0.99
3102248,8,8,2,20,2,2,1,1.0,,3,3,7,98,2,0.99
3102249,8,8,2,28,2,2,9,,,9,2,4,98,2,0.99
3102250,8,8,2,29,2,1,1,1.0,,3,2,5,98,2,0.99
3102251,8,8,2,23,2,1,1,2.0,,3,2,5,98,2,0.99
3102252,8,8,2,20,2,2,9,,,2,2,7,98,2,0.99
3102253,8,8,2,27,2,2,9,,,3,2,7,98,2,0.99
3102254,8,8,2,20,2,2,9,,,9,2,7,98,2,0.99
3102255,8,8,2,24,2,1,9,,,9,2,5,1,2,0.99
3102256,8,8,2,23,2,1,1,2.0,,3,2,7,1,2,0.99
3102257,8,8,2,22,2,2,9,,,2,2,7,1,2,0.99
3102258,8,8,2,20,2,2,2,,5.0,2,2,7,3,2,0.99
3102259,8,8,2,19,2,2,9,,,9,2,7,98,2,0.99
3102260,8,8,2,23,2,1,1,1.0,,3,2,7,4,2,0.99
3102261,8,8,2,24,2,1,2,,2.0,2,2,5,1,2,0.99
3102262,8,8,2,28,2,2,1,2.0,,3,2,6,1,2,0.99
3102263,8,8,2,23,2,2,3,,,2,2,5,1,2,0.99
3102264,8,8,2,27,2,1,1,1.0,,3,2,5,1,2,0.99
3102265,8,8,2,24,2,2,3,,,1,2,5,98,2,0.99
3102266,8,8,2,23,2,1,9,,,3,2,7,98,2,0.99
3102267,8,8,2,22,2,1,1,1.0,,3,2,7,98,2,0.99
3102268,8,8,2,21,2,1,1,2.0,,3,2,7,1,2,0.99
3102269,8,8,2,22,2,2,3,,,2,2,7,3,2,0.99
3102270,8,8,2,23,2,1,1,2.0,,3,2,5,1,2,0.99
3102271,8,8,2,27,2,1,1,1.0,,9,2,5,98,2,0.99
3102272,8,8,2,19,2,2,9,,,2,2,7,98,2,0.99
3102273,8,8,2,22,2,2,1,1.0,,2,2,5,1,2,0.99
3102274,8,8,2,27,2,1,9,,,9,2,5,98,2,0.99
3102275,8,8,2,19,2,2,3,,,1,2,3,98,2,0.99
3102276,8,8,2,23,2,1,3,,,2,2,7,98,2,0.99
3102277,8,8,2,29,2,1,1,4.0,,3,2,5,5,2,0.99
3102278,8,8,2,29,2,2,1,1.0,,2,3,4,98,2,0.99
3102279,8,8,2,27,2,2,9,,,9,2,5,98,2,0.99
3102280,8,8,2,22,2,1,1,1.0,,3,2,7,1,2,0.99
3102281,8,8,2,26,2,1,1,3.0,,3,2,3,98,2,0.99
3102282,8,8,2,25,2,2,9,,,2,2,3,1,2,0.99
3102283,8,8,2,24,2,1,1,2.0,,3,2,3,1,2,0.99
3102284,8,8,2,26,2,1,3,,,3,2,4,98,2,0.99
3102285,8,8,2,26,2,1,9,,,9,2,6,98,2,0.99
3102286,8,8,2,23,2,1,1,1.0,,3,2,5,98,2,0.99
3102287,8,8,2,21,2,1,1,1.0,,2,2,7,98,2,0.99
3102288,8,8,2,20,2,2,9,,,9,2,3,1,2,0.99
3102289,8,8,2,24,2,1,1,2.0,,3,2,7,1,2,0.99
3102290,8,8,2,22,2,1,3,,,9,2,5,1,2,0.99
3102291,8,8,2,26,2,2,1,1.0,,3,2,5,1,2,0.99
3102292,8,8,2,23,2,2,1,1.0,,3,2,5,1,2,0.99
3102293,8,8,2,22,2,1,3,,,2,2,3,1,2,0.99
3102294,8,8,2,23,2,2,9,,,9,2,3,98,2,0.99
3102295,8,8,2,23,2,1,1,1.0,,3,2,5,1,2,0.99
3102296,8,8,2,22,2,2,1,3.0,,3,2,7,98,2,0.99
3102297,8,8,2,25,2,2,1,1.0,,3,2,5,98,2,0.99
3102298,8,8,2,22,2,2,9,,,3,2,5,98,2,0.99
3102299,8,8,2,21,2,2,2,,4.0,2,2,7,1,2,0.99
3102300,8,8,2,25,2,2,1,1.0,,3,2,5,1,2,0.99
3102301,8,8,2,22,2,1,3,,,2,2,7,98,2,0.99
3102302,8,8,2,21,2,2,9,,,2,2,7,98,2,0.99
3102303,8,8,2,21,2,2,1,1.0,,3,2,7,98,2,0.99
3102304,8,8,2,28,2,2,3,,,2,3,7,98,2,0.99
3102305,8,8,2,21,2,2,3,,,2,2,7,98,2,0.99
3102306,8,8,2,23,2,1,3,,,3,2,7,98,2,0.99
3102307,8,8,2,27,2,2,9,,,1,2,7,1,2,0.99
3102308,8,8,2,27,2,1,1,4.0,,3,2,8,1,2,0.99
3102309,8,8,2,28,2,1,1,2.0,,3,2,5,1,2,0.99
3102310,8,8,2,23,2,2,9,,,9,2,3,1,2,0.99
3102311,8,8,2,28,2,1,1,4.0,,3,2,5,98,2,0.99
3102312,8,8,2,27,2,1,2,,4.0,1,2,5,4,2,0.99
3102313,8,8,2,24,2,1,3,,,3,3,7,1,2,0.99
3102314,8,8,2,25,2,2,3,,,9,2,7,98,2,0.99
3102315,8,8,2,20,2,2,9,,,2,2,7,1,2,0.99
3102316,8,8,2,24,2,2,9,,,1,2,4,98,2,0.99
3102317,8,8,2,24,2,2,3,,,1,2,3,98,2,0.99
3102318,8,8,2,23,2,2,9,,,3,2,5,98,2,0.99
3102319,8,8,2,27,2,2,9,,,9,2,2,99,2,0.99
3102320,8,8,2,24,2,2,1,1.0,,3,2,5,99,2,0.99
3102321,8,8,2,25,2,2,9,,,9,2,5,1,2,0.99
3102322,8,8,2,22,2,2,9,,,1,2,7,98,2,0.99
3102323,8,8,2,24,2,1,9,,,1,2,7,1,2,0.99
3102324,8,8,2,29,2,1,3,,,2,2,5,1,2,0.99
3102325,8,8,2,28,2,2,9,,,2,2,2,1,2,0.99
3102326,8,8,2,28,2,1,1,1.0,,3,2,5,1,2,0.99
3102327,8,8,2,23,2,2,2,,4.0,2,2,5,1,2,0.99
3102328,8,8,2,29,2,1,3,,,3,2,5,1,2,0.99
3102329,8,8,2,23,2,2,9,,,9,2,7,98,2,0.99
3102330,8,8,2,22,2,2,1,4.0,,3,2,7,1,2,0.99
3102331,8,8,2,22,2,1,2,,4.0,2,2,7,4,2,0.99
3102332,8,8,2,29,2,2,2,,9.0,9,2,7,98,2,0.99
3102333,8,8,2,28,2,1,3,,,2,2,3,1,2,0.99
3102334,8,8,2,20,2,1,2,,3.0,2,2,7,98,2,0.99
3102335,8,8,2,23,2,2,3,,,3,2,7,1,2,0.99
3102336,8,8,2,29,2,1,1,2.0,,3,2,5,5,2,0.99
3102337,8,8,2,21,2,2,3,,,9,2,3,98,2,0.99
3102338,8,8,2,22,2,2,1,1.0,,3,2,7,1,2,0.99
3102339,8,8,2,26,2,2,3,,,2,2,8,98,2,0.99
3102340,8,8,2,19,2,2,9,,,2,2,7,98,2,0.99
3102341,8,8,2,22,2,2,9,,,2,2,8,1,2,0.99
3102342,8,8,2,21,2,2,3,,,9,2,3,98,2,0.99
3102343,8,8,2,20,2,1,3,,,2,3,7,98,2,0.99
3102344,8,8,2,24,2,2,1,2.0,,9,2,7,98,2,0.99
3102345,8,8,2,26,2,1,1,1.0,,3,2,5,1,2,0.99
3102346,8,8,2,24,2,2,3,,,3,2,7,1,2,0.99
3102347,8,8,2,22,2,2,3,,,3,2,7,5,2,0.99
3102348,8,8,2,26,2,2,9,,,3,2,5,98,2,0.99
3102349,8,8,2,24,2,2,1,1.0,,3,2,8,98,2,0.99
3102350,8,8,2,26,2,1,1,2.0,,3,2,5,1,2,0.99
3102351,8,8,2,29,2,1,1,4.0,,3,3,2,4,2,0.99
3102352,8,8,2,27,2,2,2,,2.0,2,2,5,1,2,0.99
